type	subtype	ref	desc
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_003119095.1	extended-spectrum class C beta-lactamase PDC-5
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_003121934.1	extended-spectrum class C beta-lactamase PDC-3
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_003132320.1	class C beta-lactamase PDC-19a
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_003137570.1	class C beta-lactamase PDC-34
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_003454242.1	class C beta-lactamase PDC-374
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_004365741.1	class C beta-lactamase PDC-192
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_009313329.1	class C beta-lactamase PDC-12
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_012074328.1	class C beta-lactamase PDC-33
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_016252988.1	class C beta-lactamase PDC-286
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_016263090.1	class C beta-lactamase PDC-20
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_016562272.1	class C beta-lactamase PDC-31
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_019485213.1	class C beta-lactamase PDC-16
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_022580963.1	class C beta-lactamase PDC-38
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_023085632.1	class C beta-lactamase PDC-121
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_023089477.1	class C beta-lactamase PDC-120
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_023091031.1	class C beta-lactamase PDC-39
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_023092413.1	class C beta-lactamase PDC-37
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_023100808.1	class C beta-lactamase PDC-36
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_023108311.1	class C beta-lactamase PDC-22
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_023109643.1	class C beta-lactamase PDC-122
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_023114693.1	class C beta-lactamase PDC-15
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_023115067.1	class C beta-lactamase PDC-24
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_023118898.1	class C beta-lactamase PDC-431
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_023130930.1	class C beta-lactamase PDC-6
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_023874922.1	class C beta-lactamase PDC-19b
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_023913271.1	class C beta-lactamase PDC-98
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_024915536.1	class C beta-lactamase PDC-189
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_025325152.1	class C beta-lactamase PDC-195
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_029610673.1	class C beta-lactamase PDC-109
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_031630420.1	class C beta-lactamase PDC-71
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_031638595.1	class C beta-lactamase PDC-361
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_031687354.1	class C beta-lactamase PDC-117
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_031690214.1	class C beta-lactamase PDC-103
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_031692400.1	class C beta-lactamase PDC-115
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_033940628.1	class C beta-lactamase PDC-65
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_033945151.1	class C beta-lactamase PDC-55
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_033957064.1	class C beta-lactamase PDC-68
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_033962599.1	class C beta-lactamase PDC-70
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_033969586.1	class C beta-lactamase PDC-63
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_033974288.1	class C beta-lactamase PDC-57
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_033977759.1	class C beta-lactamase PDC-66
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_033982123.1	class C beta-lactamase PDC-14
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_033985393.1	class C beta-lactamase PDC-47
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_033987207.1	class C beta-lactamase PDC-51
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_033990638.1	class C beta-lactamase PDC-11
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_033998317.1	class C beta-lactamase PDC-62
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_033998327.1	class C beta-lactamase PDC-43
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_034003797.1	class C beta-lactamase PDC-54
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_034005655.1	class C beta-lactamase PDC-59
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_034020787.1	class C beta-lactamase PDC-67
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_034028067.1	class C beta-lactamase PDC-56
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_034031407.1	class C beta-lactamase PDC-52
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_034032599.1	extended-spectrum class C beta-lactamase PDC-44
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_034035338.1	class C beta-lactamase PDC-240
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_034039380.1	class C beta-lactamase PDC-61
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_034041053.1	class C beta-lactamase PDC-45
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_034043639.1	class C beta-lactamase PDC-49
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_034048369.1	extended-spectrum class C beta-lactamase PDC-50
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_034051361.1	class C beta-lactamase PDC-48
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_034054438.1	class C beta-lactamase PDC-53
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_034056534.1	class C beta-lactamase PDC-72
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_034066397.1	class C beta-lactamase PDC-69
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_034071670.1	class C beta-lactamase PDC-23
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_034075190.1	class C beta-lactamase PDC-28
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_034081664.1	class C beta-lactamase PDC-41
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_040184286.1	inhibitor-resistant extended-spectrum class C beta-lactamase PDC-74
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_043083525.1	class C beta-lactamase PDC-46
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_043089496.1	class C beta-lactamase PDC-60
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_043104614.1	class C beta-lactamase PDC-64
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_049239252.1	class C beta-lactamase PDC-124
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_049272244.1	class C beta-lactamase PDC-172
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_049305288.1	class C beta-lactamase PDC-442
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_049321692.1	class C beta-lactamase PDC-123
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_053813381.1	class C beta-lactamase PDC-125
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_053816671.1	class C beta-lactamase PDC-151
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_054379352.1	class C beta-lactamase PDC-168
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_057388025.1	class C beta-lactamase PDC-197
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_058128316.1	class C beta-lactamase PDC-119
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_058129018.1	class C beta-lactamase PDC-104
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_058135553.1	class C beta-lactamase PDC-455
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_058157026.1	class C beta-lactamase PDC-271
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_058161279.1	class C beta-lactamase PDC-207
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_058169253.1	inhibitor-resistant extended-spectrum class C beta-lactamase PDC-80
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_058169941.1	class C beta-lactamase PDC-225
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_058174497.1	class C beta-lactamase PDC-250
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_058176209.1	class C beta-lactamase PDC-100
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_058180135.1	class C beta-lactamase PDC-171
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_058198950.1	inhibitor-resistant extended-spectrum class C beta-lactamase PDC-86
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_061189306.1	class C beta-lactamase PDC-114
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_061190338.1	class C beta-lactamase PDC-226
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_061193023.1	class C beta-lactamase PDC-116
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_061193431.1	class C beta-lactamase PDC-298
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_061196139.1	class C beta-lactamase PDC-97
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_061199990.1	class C beta-lactamase PDC-184
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864559.1	class C beta-lactamase PDC-10
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864560.1	class C beta-lactamase PDC-101
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864561.1	class C beta-lactamase PDC-102
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864562.1	class C beta-lactamase PDC-105
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864563.1	class C beta-lactamase PDC-106
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864564.1	class C beta-lactamase PDC-107
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864565.1	class C beta-lactamase PDC-108
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864566.1	class C beta-lactamase PDC-110
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864567.1	class C beta-lactamase PDC-111
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864568.1	class C beta-lactamase PDC-112
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864569.1	class C beta-lactamase PDC-113
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864570.1	class C beta-lactamase PDC-13
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864571.1	class C beta-lactamase PDC-17
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864572.1	class C beta-lactamase PDC-18
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864573.1	extended-spectrum class C beta-lactamase PDC-2
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864574.1	class C beta-lactamase PDC-21a
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864575.1	class C beta-lactamase PDC-21b
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864576.1	class C beta-lactamase PDC-25
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864577.1	class C beta-lactamase PDC-26
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864579.1	class C beta-lactamase PDC-32
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864580.1	extended-spectrum class C beta-lactamase PDC-4
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864581.1	class C beta-lactamase PDC-40
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864582.1	class C beta-lactamase PDC-42
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864583.1	class C beta-lactamase PDC-58
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864584.1	class C beta-lactamase PDC-7
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864585.1	class C beta-lactamase PDC-9
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864586.1	class C beta-lactamase PDC-94
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864587.1	class C beta-lactamase PDC-95
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864588.1	class C beta-lactamase PDC-96
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_063864589.1	class C beta-lactamase PDC-99
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064483991.1	class C beta-lactamase PDC-126
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064483992.1	class C beta-lactamase PDC-127
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064483993.1	class C beta-lactamase PDC-128
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064483994.1	class C beta-lactamase PDC-129
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064483995.1	class C beta-lactamase PDC-130
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064483996.1	class C beta-lactamase PDC-131
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064483997.1	class C beta-lactamase PDC-132
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064483998.1	class C beta-lactamase PDC-133
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064483999.1	class C beta-lactamase PDC-134
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064484000.1	class C beta-lactamase PDC-135
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064484001.1	class C beta-lactamase PDC-136
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064484002.1	class C beta-lactamase PDC-137
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064484003.1	class C beta-lactamase PDC-138
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064484004.1	class C beta-lactamase PDC-139
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064484005.1	class C beta-lactamase PDC-140
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064484006.1	class C beta-lactamase PDC-141
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511493.1	class C beta-lactamase PDC-142
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511494.1	class C beta-lactamase PDC-143
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511495.1	class C beta-lactamase PDC-144
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511496.1	class C beta-lactamase PDC-145
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511497.1	class C beta-lactamase PDC-146
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511498.1	class C beta-lactamase PDC-147
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511499.1	class C beta-lactamase PDC-148
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511500.1	class C beta-lactamase PDC-149
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511501.1	class C beta-lactamase PDC-150
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511502.1	class C beta-lactamase PDC-152
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511503.1	class C beta-lactamase PDC-153
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511504.1	class C beta-lactamase PDC-154
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511505.1	class C beta-lactamase PDC-155
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511506.1	class C beta-lactamase PDC-156
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511507.1	class C beta-lactamase PDC-157
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511508.1	class C beta-lactamase PDC-158
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511509.1	class C beta-lactamase PDC-159
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511510.1	class C beta-lactamase PDC-160
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511511.1	class C beta-lactamase PDC-161
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511512.1	class C beta-lactamase PDC-162
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511513.1	class C beta-lactamase PDC-163
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511514.1	class C beta-lactamase PDC-164
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_064511515.1	class C beta-lactamase PDC-165
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_065102306.1	inhibitor-resistant extended-spectrum class C beta-lactamase PDC-166
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_065102311.1	class C beta-lactamase PDC-167
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_065159028.1	class C beta-lactamase PDC-169
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_065159032.1	class C beta-lactamase PDC-170
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_070142141.1	class C beta-lactamase PDC-174
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_070698497.1	class C beta-lactamase PDC-278
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_073647245.1	class C beta-lactamase PDC-213
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_073669325.1	class C beta-lactamase PDC-285
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_077248206.1	class C beta-lactamase PDC-175
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_077248207.1	class C beta-lactamase PDC-176
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_085562393.1	class C beta-lactamase PDC-177
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_085562394.1	class C beta-lactamase PDC-178
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587950.1	class C beta-lactamase PDC-179
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587951.1	class C beta-lactamase PDC-180
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587952.1	class C beta-lactamase PDC-181
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587953.1	class C beta-lactamase PDC-182
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587954.1	class C beta-lactamase PDC-183
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587955.1	class C beta-lactamase PDC-185
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587956.1	inhibitor-resistant extended-spectrum class C beta-lactamase PDC-186
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587957.1	class C beta-lactamase PDC-187
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587958.1	class C beta-lactamase PDC-188
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587959.1	class C beta-lactamase PDC-190
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587960.1	class C beta-lactamase PDC-191
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587961.1	class C beta-lactamase PDC-193
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587962.1	class C beta-lactamase PDC-194
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587963.1	class C beta-lactamase PDC-198
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587964.1	class C beta-lactamase PDC-199
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587965.1	class C beta-lactamase PDC-200
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587966.1	class C beta-lactamase PDC-201
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587967.1	class C beta-lactamase PDC-202
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587968.1	class C beta-lactamase PDC-203
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587969.1	class C beta-lactamase PDC-204
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587970.1	class C beta-lactamase PDC-205
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587971.1	class C beta-lactamase PDC-206
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587972.1	class C beta-lactamase PDC-208
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587973.1	class C beta-lactamase PDC-209
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_087587974.1	class C beta-lactamase PDC-210
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_088245216.1	class C beta-lactamase PDC-211
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_088245217.1	class C beta-lactamase PDC-212
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_088245218.1	class C beta-lactamase PDC-220
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_088245219.1	class C beta-lactamase PDC-214
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_088245220.1	class C beta-lactamase PDC-215
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_088245221.1	class C beta-lactamase PDC-216
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_088245222.1	class C beta-lactamase PDC-217
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_088245223.1	class C beta-lactamase PDC-218
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_088245224.1	class C beta-lactamase PDC-219
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_094009806.1	class C beta-lactamase PDC-118
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_094954583.1	class C beta-lactamase PDC-457
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_099982812.1	class C beta-lactamase PDC-173
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_100831609.1	inhibitor-resistant class C beta-lactamase PDC-245
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_100931731.1	inhibitor-resistant extended-spectrum class C beta-lactamase PDC-221
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_100931732.1	inhibitor-resistant extended-spectrum class C beta-lactamase PDC-222
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_100931733.1	inhibitor-resistant extended-spectrum class C beta-lactamase PDC-223
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_101244936.1	inhibitor-resistant extended-spectrum class C beta-lactamase PDC-224
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_104009832.1	class C beta-lactamase PDC-234
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_104009833.1	class C beta-lactamase PDC-235
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_104009834.1	class C beta-lactamase PDC-236
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_104009835.1	class C beta-lactamase PDC-237
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_104009836.1	class C beta-lactamase PDC-238
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_104009837.1	class C beta-lactamase PDC-239
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_104009838.1	class C beta-lactamase PDC-241
beta-lactam	blaPDC	NCBI|amr:amr|beta-lactam|blaPDC|WP_104009839.1	class C beta-lactamase PDC-242
