type	subtype	sarg	source	description	ko	definition
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_152842564.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_152842564.1	broad-spectrum class A beta-lactamase OKP-A-103	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_153678484.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_153678484.1	broad-spectrum class A beta-lactamase OKP-B-201	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_154982074.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_154982074.1	broad-spectrum class A beta-lactamase OKP-B-101	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_155009229.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_155009229.1	broad-spectrum class A beta-lactamase OKP-B-177	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_156404657.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_156404657.1	broad-spectrum class A beta-lactamase OKP-B-24	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_163619144.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_163619144.1	broad-spectrum class A beta-lactamase OKP-B-180	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_165457921.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_165457921.1	broad-spectrum class A beta-lactamase OKP-A-89	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_165707741.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_165707741.1	broad-spectrum class A beta-lactamase OKP-B-76	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_167874627.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_167874627.1	broad-spectrum class A beta-lactamase OKP-B-88	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_169319386.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_169319386.1	broad-spectrum class A beta-lactamase OKP-B-77	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_171882589.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_171882589.1	broad-spectrum class A beta-lactamase OKP-A-65	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_177334014.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_177334014.1	broad-spectrum class A beta-lactamase OKP-B-161	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_177337231.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_177337231.1	broad-spectrum class A beta-lactamase OKP-B-187	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_178944497.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_178944497.1	broad-spectrum class A beta-lactamase OKP-A-93	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_180234622.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_180234622.1	broad-spectrum class A beta-lactamase OKP-B-81	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_180241864.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_180241864.1	broad-spectrum class A beta-lactamase OKP-B-57	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_180263384.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_180263384.1	broad-spectrum class A beta-lactamase OKP-A-32	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_180265009.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_180265009.1	broad-spectrum class A beta-lactamase OKP-A-76	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_181351414.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_181351414.1	broad-spectrum class A beta-lactamase OKP-B-139	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_186384632.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_186384632.1	broad-spectrum class A beta-lactamase OKP-B-106	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_186933946.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_186933946.1	broad-spectrum class A beta-lactamase OKP-B-63	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_192242353.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_192242353.1	broad-spectrum class A beta-lactamase OKP-A-39	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_194007136.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_194007136.1	broad-spectrum class A beta-lactamase OKP-B-78	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_194417682.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_194417682.1	broad-spectrum class A beta-lactamase OKP-B-149	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_200928040.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_200928040.1	broad-spectrum class A beta-lactamase OKP-B-53	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_200982881.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_200982881.1	broad-spectrum class A beta-lactamase OKP-B-27	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_202023385.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_202023385.1	broad-spectrum class A beta-lactamase OKP-B-200	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_203558879.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_203558879.1	broad-spectrum class A beta-lactamase OKP-B-104	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_205425386.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_205425386.1	broad-spectrum class A beta-lactamase OKP-A-86	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_205847216.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_205847216.1	broad-spectrum class A beta-lactamase OKP-A-107	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_206339785.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_206339785.1	broad-spectrum class A beta-lactamase OKP-B-109	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_211778449.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_211778449.1	broad-spectrum class A beta-lactamase OKP-B-128	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_214455971.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_214455971.1	broad-spectrum class A beta-lactamase OKP-B-49	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_217324905.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_217324905.1	broad-spectrum class A beta-lactamase OKP-B-87	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_218798577.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_218798577.1	broad-spectrum class A beta-lactamase OKP-A-54	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_218801490.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_218801490.1	broad-spectrum class A beta-lactamase OKP-A-84	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_218802245.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_218802245.1	broad-spectrum class A beta-lactamase OKP-B-68	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_218804088.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_218804088.1	broad-spectrum class A beta-lactamase OKP-B-100	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_218804515.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_218804515.1	broad-spectrum class A beta-lactamase OKP-B-137	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_218805250.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_218805250.1	broad-spectrum class A beta-lactamase OKP-A-53	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_218809756.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_218809756.1	broad-spectrum class A beta-lactamase OKP-B-147	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_218810101.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_218810101.1	broad-spectrum class A beta-lactamase OKP-A-100	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_218811083.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_218811083.1	broad-spectrum class A beta-lactamase OKP-B-93	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_218811637.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_218811637.1	broad-spectrum class A beta-lactamase OKP-B-70	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_221092437.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_221092437.1	broad-spectrum class A beta-lactamase OKP-B-143	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_224359701.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_224359701.1	broad-spectrum class A beta-lactamase OKP-A-69	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_224422091.1	NCBI|amr:amr|beta-lactam|blaOKP-D|WP_224422091.1	broad-spectrum class A beta-lactamase OKP-D-8	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_224997500.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_224997500.1	broad-spectrum class A beta-lactamase OKP-B-69	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_231829422.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_231829422.1	broad-spectrum class A beta-lactamase OKP-B-170	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_232712352.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_232712352.1	broad-spectrum class A beta-lactamase OKP-A-55	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_233672990.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_233672990.1	broad-spectrum class A beta-lactamase OKP-A-99	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_236947656.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_236947656.1	broad-spectrum class A beta-lactamase OKP-A-20	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_243817062.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_243817062.1	broad-spectrum class A beta-lactamase OKP-A-74	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_250071036.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_250071036.1	broad-spectrum class A beta-lactamase OKP-B-172	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_254508451.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_254508451.1	chimeric class A beta-lactamase OKP-B/SHV-197	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_259118519.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_259118519.1	broad-spectrum class A beta-lactamase OKP-B-189	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_260768124.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_260768124.1	broad-spectrum class A beta-lactamase OKP-B-134	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_262962841.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_262962841.1	broad-spectrum class A beta-lactamase OKP-A-83	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_264021304.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_264021304.1	broad-spectrum class A beta-lactamase OKP-B-28	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_264924087.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_264924087.1	broad-spectrum class A beta-lactamase OKP-B-173	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_264944566.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_264944566.1	broad-spectrum class A beta-lactamase OKP-B-162	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_265898456.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_265898456.1	broad-spectrum class A beta-lactamase OKP-B-138	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_268765724.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_268765724.1	broad-spectrum class A beta-lactamase OKP-A-73	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_270036697.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_270036697.1	broad-spectrum class A beta-lactamase OKP-B-157	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_271040089.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_271040089.1	broad-spectrum class A beta-lactamase OKP-B-86	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_271097756.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_271097756.1	broad-spectrum class A beta-lactamase OKP-A-67	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_274786616.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_274786616.1	broad-spectrum class A beta-lactamase OKP-B-118	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_275256685.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_275256685.1	broad-spectrum class A beta-lactamase OKP-A-104	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_281074870.1	NCBI|amr:amr|beta-lactam|blaOKP-D|WP_281074870.1	broad-spectrum class A beta-lactamase OKP-D-6	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_281078078.1	NCBI|amr:amr|beta-lactam|blaOKP-D|WP_281078078.1	broad-spectrum class A beta-lactamase OKP-D-5	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_281080321.1	NCBI|amr:amr|beta-lactam|blaOKP-D|WP_281080321.1	broad-spectrum class A beta-lactamase OKP-D-7	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_281082899.1	NCBI|amr:amr|beta-lactam|blaOKP-D|WP_281082899.1	broad-spectrum class A beta-lactamase OKP-D-3	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_282279110.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_282279110.1	broad-spectrum class A beta-lactamase OKP-A-28	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_285612974.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_285612974.1	broad-spectrum class A beta-lactamase OKP-B-31	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_286129215.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_286129215.1	broad-spectrum class A beta-lactamase OKP-A-62	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_288465228.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_288465228.1	broad-spectrum class A beta-lactamase OKP-B-84	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_302024834.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_302024834.1	broad-spectrum class A beta-lactamase OKP-A-40	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_306738447.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_306738447.1	broad-spectrum class A beta-lactamase OKP-B-129	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_308063122.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_308063122.1	broad-spectrum class A beta-lactamase OKP-B-67	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_315966677.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_315966677.1	broad-spectrum class A beta-lactamase OKP-B-154	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_322253962.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_322253962.1	broad-spectrum class A beta-lactamase OKP-A-63	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_323088427.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_323088427.1	broad-spectrum class A beta-lactamase OKP-B-64	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_323102889.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_323102889.1	broad-spectrum class A beta-lactamase OKP-B-119	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_323110769.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_323110769.1	broad-spectrum class A beta-lactamase OKP-B-163	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_325910368.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_325910368.1	broad-spectrum class A beta-lactamase OKP-B-186	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_325912216.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_325912216.1	broad-spectrum class A beta-lactamase OKP-B-112	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_325934725.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_325934725.1	broad-spectrum class A beta-lactamase OKP-B-160	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_325944191.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_325944191.1	broad-spectrum class A beta-lactamase OKP-B-184	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_332083201.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_332083201.1	broad-spectrum class A beta-lactamase OKP-A-72	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_334080711.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_334080711.1	broad-spectrum class A beta-lactamase OKP-A-111	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_335888019.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_335888019.1	broad-spectrum class A beta-lactamase OKP-B-127	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_335895904.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_335895904.1	broad-spectrum class A beta-lactamase OKP-B-169	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_336581259.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_336581259.1	broad-spectrum class A beta-lactamase OKP-A-85	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_343514535.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_343514535.1	broad-spectrum class A beta-lactamase OKP-B-196	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_343515122.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_343515122.1	broad-spectrum class A beta-lactamase OKP-A-49	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_348880399.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_348880399.1	broad-spectrum class A beta-lactamase OKP-A-81	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_348890099.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_348890099.1	broad-spectrum class A beta-lactamase OKP-A-90	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_366212234.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_366212234.1	broad-spectrum class A beta-lactamase OKP-B-92	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_368996063.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_368996063.1	broad-spectrum class A beta-lactamase OKP-A-46	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_369167680.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_369167680.1	broad-spectrum class A beta-lactamase OKP-B-181	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_369718483.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_369718483.1	broad-spectrum class A beta-lactamase OKP-B-182	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_369724800.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_369724800.1	broad-spectrum class A beta-lactamase OKP-B-153	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_371330387.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_371330387.1	broad-spectrum class A beta-lactamase OKP-B-66	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_371334593.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_371334593.1	broad-spectrum class A beta-lactamase OKP-B-123	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_371340036.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_371340036.1	broad-spectrum class A beta-lactamase OKP-B-90	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_371341394.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_371341394.1	broad-spectrum class A beta-lactamase OKP-B-111	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_372405306.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_372405306.1	broad-spectrum class A beta-lactamase OKP-A-79	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_373856288.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_373856288.1	broad-spectrum class A beta-lactamase OKP-B-50	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_374026503.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_374026503.1	broad-spectrum class A beta-lactamase OKP-A-31	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_374063369.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_374063369.1	broad-spectrum class A beta-lactamase OKP-B-117	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_395286181.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_395286181.1	broad-spectrum class A beta-lactamase OKP-A-101	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_396381039.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_396381039.1	broad-spectrum class A beta-lactamase OKP-B-52	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_396396073.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_396396073.1	broad-spectrum class A beta-lactamase OKP-B-140	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_407256635.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_407256635.1	broad-spectrum class A beta-lactamase OKP-B-120	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_407295689.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_407295689.1	broad-spectrum class A beta-lactamase OKP-B-179	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_407299415.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_407299415.1	broad-spectrum class A beta-lactamase OKP-A-18	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_407318549.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_407318549.1	broad-spectrum class A beta-lactamase OKP-B-89	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_410334988.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_410334988.1	broad-spectrum class A beta-lactamase OKP-B-48	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_420683110.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_420683110.1	broad-spectrum class A beta-lactamase OKP-B-42	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_428933462.1	NCBI|amr:amr|beta-lactam|blaOKP-B|WP_428933462.1	broad-spectrum class A beta-lactamase OKP-B-29	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701790.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701790.1	broad-spectrum class A beta-lactamase OKP-A-106	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701801.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701801.1	broad-spectrum class A beta-lactamase OKP-A-108	K17836*	beta-lactamase class A
beta-lactam	blaOKP	SARG|beta-lactam|blaOKP|WP_430701807.1	NCBI|amr:amr|beta-lactam|blaOKP-A|WP_430701807.1	broad-spectrum class A beta-lactamase OKP-A-109	K17836*	beta-lactamase class A
